epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
158,1809.83,0.82593,0.68003,1.12645,0.84741,0.33095,0.3518,0.26967,1.15321,0.89974,1.28591,0.0009638,0.0009638,0.0009638
159,1861.42,0.81495,0.67948,1.10882,0.85899,0.33095,0.35048,0.26682,1.14803,0.86551,1.30845,0.0009572,0.0009572,0.0009572
160,1914.36,0.81567,0.69872,1.10482,0.82689,0.34048,0.35443,0.26132,1.18794,0.89388,1.3473,0.0009506,0.0009506,0.0009506
161,1966.13,0.80138,0.66806,1.09687,0.84052,0.33095,0.35248,0.26357,1.15375,0.88778,1.35115,0.000944,0.000944,0.000944
162,2018.96,0.86735,0.71967,1.13547,0.76166,0.34048,0.35737,0.26091,1.1959,0.8692,1.37065,0.0009374,0.0009374,0.0009374
163,2070.84,0.85048,0.72314,1.12739,0.84001,0.31905,0.34505,0.258,1.14676,0.91656,1.29713,0.0009308,0.0009308,0.0009308
164,2123.12,0.83389,0.70518,1.1236,0.84461,0.33648,0.35547,0.25726,1.20985,0.87934,1.39563,0.0009242,0.0009242,0.0009242
165,2175.37,0.84001,0.71092,1.12027,0.81982,0.33333,0.34748,0.26056,1.17632,0.89355,1.36738,0.0009176,0.0009176,0.0009176
166,2230.24,0.83032,0.69329,1.12824,0.81826,0.32857,0.3458,0.25034,1.18347,0.91461,1.38957,0.000911,0.000911,0.000911
167,2281.51,0.8274,0.69577,1.11795,0.80705,0.33095,0.34921,0.25999,1.15472,0.8763,1.33508,0.0009044,0.0009044,0.0009044
168,2333.61,0.81994,0.68562,1.10629,0.85247,0.3302,0.34141,0.25962,1.14516,0.89082,1.31865,0.0008978,0.0008978,0.0008978
169,2385.76,0.86375,0.70916,1.14481,0.88963,0.33095,0.35,0.25599,1.16788,0.82733,1.37746,0.0008912,0.0008912,0.0008912
170,2438.41,0.81076,0.70043,1.12109,0.79067,0.34048,0.34336,0.26186,1.14376,0.85562,1.32217,0.0008846,0.0008846,0.0008846
171,2491.17,0.8193,0.68439,1.11972,0.8465,0.33095,0.34329,0.26272,1.13347,0.90182,1.31331,0.000878,0.000878,0.000878
172,2542.71,0.83599,0.69045,1.12697,0.88144,0.34048,0.35125,0.26505,1.16943,0.85905,1.34666,0.0008714,0.0008714,0.0008714
173,2595.53,0.81807,0.67356,1.11898,0.87205,0.32619,0.3504,0.26589,1.16513,0.86504,1.35542,0.0008648,0.0008648,0.0008648
174,2646.59,0.82021,0.68297,1.12069,0.88314,0.34188,0.35566,0.26784,1.13057,0.82184,1.32172,0.0008582,0.0008582,0.0008582
175,2699.21,0.81871,0.66709,1.11738,0.85814,0.34568,0.35718,0.2725,1.12692,0.83559,1.30008,0.0008516,0.0008516,0.0008516
176,2766,0.83112,0.67075,1.12548,0.83768,0.34524,0.35577,0.26643,1.14362,0.82839,1.30086,0.000845,0.000845,0.000845
177,2818.37,0.8103,0.66135,1.11802,0.83218,0.34048,0.3578,0.26796,1.10928,0.81252,1.28558,0.0008384,0.0008384,0.0008384
178,2870.3,0.81533,0.67745,1.11862,0.84762,0.3381,0.35469,0.27341,1.12986,0.8668,1.287,0.0008318,0.0008318,0.0008318
179,2925.49,0.822,0.6735,1.11895,0.80304,0.34524,0.3537,0.26226,1.14172,0.85103,1.33355,0.0008252,0.0008252,0.0008252
180,2977.1,0.78915,0.64546,1.09652,0.85272,0.33571,0.35599,0.26804,1.12886,0.82201,1.31418,0.0008186,0.0008186,0.0008186
